,국적(지역)별(1),성별(1),variable,value
3636,오세아니아주계,남자,2016.19,314
3637,오세아니아주계,여자,2016.19,227
3638,오세아니아주계,제3의성,2016.19,-
3639,아프리카주계,계,2016.19,-
3640,아프리카주계,남자,2016.19,563
3641,아프리카주계,여자,2016.19,842
3642,기타계,계,2016.19,-
3643,기타계,남자,2016.19,0
3644,기타계,여자,2016.19,0
3645,국적(지역)별(1),성별(1),2016.20,연구(E-3)
3646,총계,계,2016.20,3174
3647,총계,남자,2016.20,2765
3648,총계,여자,2016.20,409
3649,총계,제3의성,2016.20,-
3650,아시아주계,계,2016.20,-
3651,아시아주계,남자,2016.20,2313
3652,아시아주계,여자,2016.20,355
3653,북아메리카주계,계,2016.20,-
3654,북아메리카주계,남자,2016.20,92
3655,북아메리카주계,여자,2016.20,6
3656,남아메리카주계,계,2016.20,-
3657,남아메리카주계,남자,2016.20,17
3658,남아메리카주계,여자,2016.20,1
3659,유럽주계,계,2016.20,-
3660,유럽주계,남자,2016.20,280
3661,유럽주계,여자,2016.20,40
3662,오세아니아주계,계,2016.20,-
3663,오세아니아주계,남자,2016.20,8
3664,오세아니아주계,여자,2016.20,1
3665,오세아니아주계,제3의성,2016.20,-
3666,아프리카주계,계,2016.20,-
3667,아프리카주계,남자,2016.20,55
3668,아프리카주계,여자,2016.20,6
3669,기타계,계,2016.20,-
3670,기타계,남자,2016.20,0
3671,기타계,여자,2016.20,0
3672,국적(지역)별(1),성별(1),2016.21,기술지도(E-4)
3673,총계,계,2016.21,187
3674,총계,남자,2016.21,182
3675,총계,여자,2016.21,5
3676,총계,제3의성,2016.21,-
3677,아시아주계,계,2016.21,-
3678,아시아주계,남자,2016.21,12
3679,아시아주계,여자,2016.21,0
3680,북아메리카주계,계,2016.21,-
3681,북아메리카주계,남자,2016.21,104
3682,북아메리카주계,여자,2016.21,2
3683,남아메리카주계,계,2016.21,-
3684,남아메리카주계,남자,2016.21,3
3685,남아메리카주계,여자,2016.21,0
3686,유럽주계,계,2016.21,-
3687,유럽주계,남자,2016.21,44
3688,유럽주계,여자,2016.21,3
3689,오세아니아주계,계,2016.21,-
3690,오세아니아주계,남자,2016.21,14
3691,오세아니아주계,여자,2016.21,0
3692,오세아니아주계,제3의성,2016.21,-
3693,아프리카주계,계,2016.21,-
3694,아프리카주계,남자,2016.21,5
3695,아프리카주계,여자,2016.21,0
3696,기타계,계,2016.21,-
3697,기타계,남자,2016.21,0
3698,기타계,여자,2016.21,0
3699,국적(지역)별(1),성별(1),2016.22,전문직업(E-5)
3700,총계,계,2016.22,618
3701,총계,남자,2016.22,616
3702,총계,여자,2016.22,2
3703,총계,제3의성,2016.22,-
3704,아시아주계,계,2016.22,-
3705,아시아주계,남자,2016.22,176
3706,아시아주계,여자,2016.22,0
3707,북아메리카주계,계,2016.22,-
3708,북아메리카주계,남자,2016.22,106
3709,북아메리카주계,여자,2016.22,1
3710,남아메리카주계,계,2016.22,-
3711,남아메리카주계,남자,2016.22,76
3712,남아메리카주계,여자,2016.22,1
3713,유럽주계,계,2016.22,-
3714,유럽주계,남자,2016.22,216
3715,유럽주계,여자,2016.22,0
3716,오세아니아주계,계,2016.22,-
3717,오세아니아주계,남자,2016.22,32
3718,오세아니아주계,여자,2016.22,0
3719,오세아니아주계,제3의성,2016.22,-
3720,아프리카주계,계,2016.22,-
3721,아프리카주계,남자,2016.22,10
3722,아프리카주계,여자,2016.22,0
3723,기타계,계,2016.22,-
3724,기타계,남자,2016.22,0
3725,기타계,여자,2016.22,0
3726,국적(지역)별(1),성별(1),2016.23,예술흥행(E-6)
3727,총계,계,2016.23,4302
3728,총계,남자,2016.23,1122
3729,총계,여자,2016.23,3180
3730,총계,제3의성,2016.23,-
3731,아시아주계,계,2016.23,-
3732,아시아주계,남자,2016.23,615
3733,아시아주계,여자,2016.23,2836
3734,북아메리카주계,계,2016.23,-
3735,북아메리카주계,남자,2016.23,125
3736,북아메리카주계,여자,2016.23,41
3737,남아메리카주계,계,2016.23,-
3738,남아메리카주계,남자,2016.23,120
3739,남아메리카주계,여자,2016.23,21
3740,유럽주계,계,2016.23,-
3741,유럽주계,남자,2016.23,215
3742,유럽주계,여자,2016.23,254
3743,오세아니아주계,계,2016.23,-
3744,오세아니아주계,남자,2016.23,24
3745,오세아니아주계,여자,2016.23,11
3746,오세아니아주계,제3의성,2016.23,-
3747,아프리카주계,계,2016.23,-
3748,아프리카주계,남자,2016.23,23
3749,아프리카주계,여자,2016.23,17
3750,기타계,계,2016.23,-
3751,기타계,남자,2016.23,0
3752,기타계,여자,2016.23,0
3753,국적(지역)별(1),성별(1),2016.24,특정활동(E-7)
3754,총계,계,2016.24,21498
3755,총계,남자,2016.24,15258
3756,총계,여자,2016.24,6240
3757,총계,제3의성,2016.24,-
3758,아시아주계,계,2016.24,-
3759,아시아주계,남자,2016.24,12574
3760,아시아주계,여자,2016.24,5024
3761,북아메리카주계,계,2016.24,-
3762,북아메리카주계,남자,2016.24,1217
3763,북아메리카주계,여자,2016.24,710
3764,남아메리카주계,계,2016.24,-
3765,남아메리카주계,남자,2016.24,109
3766,남아메리카주계,여자,2016.24,35
3767,유럽주계,계,2016.24,-
3768,유럽주계,남자,2016.24,1076
3769,유럽주계,여자,2016.24,363
3770,오세아니아주계,계,2016.24,-
3771,오세아니아주계,남자,2016.24,136
3772,오세아니아주계,여자,2016.24,74
3773,오세아니아주계,제3의성,2016.24,-
3774,아프리카주계,계,2016.24,-
3775,아프리카주계,남자,2016.24,146
3776,아프리카주계,여자,2016.24,34
3777,기타계,계,2016.24,-
3778,기타계,남자,2016.24,0
3779,기타계,여자,2016.24,0
3780,국적(지역)별(1),성별(1),2016.25,비전문취업(E-9)
3781,총계,계,2016.25,279187
3782,총계,남자,2016.25,255109
3783,총계,여자,2016.25,24078
3784,총계,제3의성,2016.25,-
3785,아시아주계,계,2016.25,-
3786,아시아주계,남자,2016.25,254986
3787,아시아주계,여자,2016.25,24050
3788,북아메리카주계,계,2016.25,-
3789,북아메리카주계,남자,2016.25,0
3790,북아메리카주계,여자,2016.25,0
3791,남아메리카주계,계,2016.25,-
3792,남아메리카주계,남자,2016.25,18
3793,남아메리카주계,여자,2016.25,6
3794,유럽주계,계,2016.25,-
3795,유럽주계,남자,2016.25,22
3796,유럽주계,여자,2016.25,16
3797,오세아니아주계,계,2016.25,-
3798,오세아니아주계,남자,2016.25,1
3799,오세아니아주계,여자,2016.25,1
3800,오세아니아주계,제3의성,2016.25,-
3801,아프리카주계,계,2016.25,-
3802,아프리카주계,남자,2016.25,82
3803,아프리카주계,여자,2016.25,5
3804,기타계,계,2016.25,-
3805,기타계,남자,2016.25,0
3806,기타계,여자,2016.25,0
3807,국적(지역)별(1),성별(1),2016.26,선원취업(E-10)
3808,총계,계,2016.26,15312
3809,총계,남자,2016.26,15298
3810,총계,여자,2016.26,14
3811,총계,제3의성,2016.26,-
3812,아시아주계,계,2016.26,-
3813,아시아주계,남자,2016.26,15298
3814,아시아주계,여자,2016.26,13
3815,북아메리카주계,계,2016.26,-
3816,북아메리카주계,남자,2016.26,0
3817,북아메리카주계,여자,2016.26,0
3818,남아메리카주계,계,2016.26,-
3819,남아메리카주계,남자,2016.26,0
3820,남아메리카주계,여자,2016.26,0
3821,유럽주계,계,2016.26,-
3822,유럽주계,남자,2016.26,0
3823,유럽주계,여자,2016.26,1
3824,오세아니아주계,계,2016.26,-
3825,오세아니아주계,남자,2016.26,0
3826,오세아니아주계,여자,2016.26,0
3827,오세아니아주계,제3의성,2016.26,-
3828,아프리카주계,계,2016.26,-
3829,아프리카주계,남자,2016.26,0
3830,아프리카주계,여자,2016.26,0
3831,기타계,계,2016.26,-
3832,기타계,남자,2016.26,0
3833,기타계,여자,2016.26,0
3834,국적(지역)별(1),성별(1),2016.27,방문동거(F-1)
3835,총계,계,2016.27,103826
3836,총계,남자,2016.27,41629
3837,총계,여자,2016.27,62197
3838,총계,제3의성,2016.27,-
3839,아시아주계,계,2016.27,-
3840,아시아주계,남자,2016.27,39522
3841,아시아주계,여자,2016.27,60270
3842,북아메리카주계,계,2016.27,-
3843,북아메리카주계,남자,2016.27,826
3844,북아메리카주계,여자,2016.27,383
3845,남아메리카주계,계,2016.27,-
3846,남아메리카주계,남자,2016.27,71
3847,남아메리카주계,여자,2016.27,79
3848,유럽주계,계,2016.27,-
3849,유럽주계,남자,2016.27,1087
3850,유럽주계,여자,2016.27,1300
3851,오세아니아주계,계,2016.27,-
3852,오세아니아주계,남자,2016.27,23
3853,오세아니아주계,여자,2016.27,31
3854,오세아니아주계,제3의성,2016.27,-
3855,아프리카주계,계,2016.27,-
3856,아프리카주계,남자,2016.27,65
3857,아프리카주계,여자,2016.27,78
3858,기타계,계,2016.27,-
3859,기타계,남자,2016.27,35
3860,기타계,여자,2016.27,56
3861,국적(지역)별(1),성별(1),2016.28,거주(F-2)
3862,총계,계,2016.28,39681
3863,총계,남자,2016.28,16719
3864,총계,여자,2016.28,22962
3865,총계,제3의성,2016.28,-
3866,아시아주계,계,2016.28,-
3867,아시아주계,남자,2016.28,15878
3868,아시아주계,여자,2016.28,22398
3869,북아메리카주계,계,2016.28,-
3870,북아메리카주계,남자,2016.28,360
3871,북아메리카주계,여자,2016.28,184
3872,남아메리카주계,계,2016.28,-
3873,남아메리카주계,남자,2016.28,27
3874,남아메리카주계,여자,2016.28,17
3875,유럽주계,계,2016.28,-
3876,유럽주계,남자,2016.28,263
3877,유럽주계,여자,2016.28,238
3878,오세아니아주계,계,2016.28,-
3879,오세아니아주계,남자,2016.28,28
3880,오세아니아주계,여자,2016.28,14
3881,오세아니아주계,제3의성,2016.28,-
3882,아프리카주계,계,2016.28,-
3883,아프리카주계,남자,2016.28,154
3884,아프리카주계,여자,2016.28,101
3885,기타계,계,2016.28,-
3886,기타계,남자,2016.28,9
3887,기타계,여자,2016.28,10
3888,국적(지역)별(1),성별(1),2016.29,동반(F-3)
3889,총계,계,2016.29,22828
3890,총계,남자,2016.29,7786
3891,총계,여자,2016.29,15042
3892,총계,제3의성,2016.29,-
3893,아시아주계,계,2016.29,-
3894,아시아주계,남자,2016.29,5118
3895,아시아주계,여자,2016.29,10285
3896,북아메리카주계,계,2016.29,-
3897,북아메리카주계,남자,2016.29,795
3898,북아메리카주계,여자,2016.29,1190
3899,남아메리카주계,계,2016.29,-
3900,남아메리카주계,남자,2016.29,82
3901,남아메리카주계,여자,2016.29,223
3902,유럽주계,계,2016.29,-
3903,유럽주계,남자,2016.29,1162
3904,유럽주계,여자,2016.29,2308
3905,오세아니아주계,계,2016.29,-
3906,오세아니아주계,남자,2016.29,180
3907,오세아니아주계,여자,2016.29,308
3908,오세아니아주계,제3의성,2016.29,-
3909,아프리카주계,계,2016.29,-
3910,아프리카주계,남자,2016.29,449
3911,아프리카주계,여자,2016.29,728
3912,기타계,계,2016.29,-
3913,기타계,남자,2016.29,0
3914,기타계,여자,2016.29,0
3915,국적(지역)별(1),성별(1),2016.30,재외동포(F-4)
3916,총계,계,2016.30,372533
3917,총계,남자,2016.30,180539
3918,총계,여자,2016.30,191994
3919,총계,제3의성,2016.30,-
3920,아시아주계,계,2016.30,-
3921,아시아주계,남자,2016.30,140448
3922,아시아주계,여자,2016.30,145718
3923,북아메리카주계,계,2016.30,-
3924,북아메리카주계,남자,2016.30,27632
3925,북아메리카주계,여자,2016.30,33998
3926,남아메리카주계,계,2016.30,-
3927,남아메리카주계,남자,2016.30,177
3928,남아메리카주계,여자,2016.30,138
3929,유럽주계,계,2016.30,-
3930,유럽주계,남자,2016.30,8993
3931,유럽주계,여자,2016.30,8397
3932,오세아니아주계,계,2016.30,-
3933,오세아니아주계,남자,2016.30,3269
3934,오세아니아주계,여자,2016.30,3723
3935,오세아니아주계,제3의성,2016.30,-
3936,아프리카주계,계,2016.30,-
3937,아프리카주계,남자,2016.30,12
3938,아프리카주계,여자,2016.30,7
3939,기타계,계,2016.30,-
3940,기타계,남자,2016.30,8
3941,기타계,여자,2016.30,13
3942,국적(지역)별(1),성별(1),2016.31,영주(F-5)
3943,총계,계,2016.31,130237
3944,총계,남자,2016.31,58450
3945,총계,여자,2016.31,71787
3946,총계,제3의성,2016.31,-
3947,아시아주계,계,2016.31,-
3948,아시아주계,남자,2016.31,56371
3949,아시아주계,여자,2016.31,70480
3950,북아메리카주계,계,2016.31,-
3951,북아메리카주계,남자,2016.31,1128
3952,북아메리카주계,여자,2016.31,380
3953,남아메리카주계,계,2016.31,-
3954,남아메리카주계,남자,2016.31,17
3955,남아메리카주계,여자,2016.31,31
3956,유럽주계,계,2016.31,-
3957,유럽주계,남자,2016.31,717
3958,유럽주계,여자,2016.31,861
3959,오세아니아주계,계,2016.31,-
3960,오세아니아주계,남자,2016.31,149
3961,오세아니아주계,여자,2016.31,28
3962,오세아니아주계,제3의성,2016.31,-
3963,아프리카주계,계,2016.31,-
3964,아프리카주계,남자,2016.31,68
3965,아프리카주계,여자,2016.31,7
3966,기타계,계,2016.31,-
3967,기타계,남자,2016.31,0
3968,기타계,여자,2016.31,0
3969,국적(지역)별(1),성별(1),2016.32,결혼이민(F-6)
3970,총계,계,2016.32,121332
3971,총계,남자,2016.32,19939
3972,총계,여자,2016.32,101393
3973,총계,제3의성,2016.32,-
3974,아시아주계,계,2016.32,-
3975,아시아주계,남자,2016.32,14515
3976,아시아주계,여자,2016.32,98869
3977,북아메리카주계,계,2016.32,-
3978,북아메리카주계,남자,2016.32,2868
3979,북아메리카주계,여자,2016.32,879
3980,남아메리카주계,계,2016.32,-
3981,남아메리카주계,남자,2016.32,163
3982,남아메리카주계,여자,2016.32,243
3983,유럽주계,계,2016.32,-
3984,유럽주계,남자,2016.32,1607
3985,유럽주계,여자,2016.32,1200
3986,오세아니아주계,계,2016.32,-
3987,오세아니아주계,남자,2016.32,422
3988,오세아니아주계,여자,2016.32,78
3989,오세아니아주계,제3의성,2016.32,-
3990,아프리카주계,계,2016.32,-
3991,아프리카주계,남자,2016.32,359
3992,아프리카주계,여자,2016.32,114
3993,기타계,계,2016.32,-
3994,기타계,남자,2016.32,5
3995,기타계,여자,2016.32,10
3996,국적(지역)별(1),성별(1),2016.33,기타(G-1)
3997,총계,계,2016.33,17278
3998,총계,남자,2016.33,14100
3999,총계,여자,2016.33,3178
4000,총계,제3의성,2016.33,-
4001,아시아주계,계,2016.33,-
4002,아시아주계,남자,2016.33,9056
4003,아시아주계,여자,2016.33,2433
4004,북아메리카주계,계,2016.33,-
4005,북아메리카주계,남자,2016.33,12
4006,북아메리카주계,여자,2016.33,6
4007,남아메리카주계,계,2016.33,-
4008,남아메리카주계,남자,2016.33,11
4009,남아메리카주계,여자,2016.33,9
4010,유럽주계,계,2016.33,-
4011,유럽주계,남자,2016.33,261
4012,유럽주계,여자,2016.33,145
4013,오세아니아주계,계,2016.33,-
4014,오세아니아주계,남자,2016.33,1
4015,오세아니아주계,여자,2016.33,0
4016,오세아니아주계,제3의성,2016.33,-
4017,아프리카주계,계,2016.33,-
4018,아프리카주계,남자,2016.33,4757
4019,아프리카주계,여자,2016.33,583
4020,기타계,계,2016.33,-
4021,기타계,남자,2016.33,2
4022,기타계,여자,2016.33,2
4023,국적(지역)별(1),성별(1),2016.34,관광취업(H-1)
4024,총계,계,2016.34,1917
4025,총계,남자,2016.34,360
4026,총계,여자,2016.34,1557
4027,총계,제3의성,2016.34,-
4028,아시아주계,계,2016.34,-
4029,아시아주계,남자,2016.34,94
4030,아시아주계,여자,2016.34,1245
4031,북아메리카주계,계,2016.34,-
4032,북아메리카주계,남자,2016.34,26
4033,북아메리카주계,여자,2016.34,24
4034,남아메리카주계,계,2016.34,-
4035,남아메리카주계,남자,2016.34,1
4036,남아메리카주계,여자,2016.34,4
4037,유럽주계,계,2016.34,-
4038,유럽주계,남자,2016.34,217
4039,유럽주계,여자,2016.34,274
4040,오세아니아주계,계,2016.34,-
4041,오세아니아주계,남자,2016.34,22
4042,오세아니아주계,여자,2016.34,10
4043,오세아니아주계,제3의성,2016.34,-
4044,아프리카주계,계,2016.34,-
4045,아프리카주계,남자,2016.34,0
4046,아프리카주계,여자,2016.34,0
4047,기타계,계,2016.34,-
4048,기타계,남자,2016.34,0
4049,기타계,여자,2016.34,0
4050,국적(지역)별(1),성별(1),2016.35,방문취업(H-2)
4051,총계,계,2016.35,254950
4052,총계,남자,2016.35,146396
4053,총계,여자,2016.35,108554
4054,총계,제3의성,2016.35,-
4055,아시아주계,계,2016.35,-
4056,아시아주계,남자,2016.35,145738
4057,아시아주계,여자,2016.35,108069
4058,북아메리카주계,계,2016.35,-
4059,북아메리카주계,남자,2016.35,1
4060,북아메리카주계,여자,2016.35,0
4061,남아메리카주계,계,2016.35,-
4062,남아메리카주계,남자,2016.35,0
4063,남아메리카주계,여자,2016.35,0
4064,유럽주계,계,2016.35,-
4065,유럽주계,남자,2016.35,646
4066,유럽주계,여자,2016.35,481
4067,오세아니아주계,계,2016.35,-
4068,오세아니아주계,남자,2016.35,0
4069,오세아니아주계,여자,2016.35,0
4070,오세아니아주계,제3의성,2016.35,-
4071,아프리카주계,계,2016.35,-
4072,아프리카주계,남자,2016.35,0
4073,아프리카주계,여자,2016.35,0
4074,기타계,계,2016.35,-
4075,기타계,남자,2016.35,11
4076,기타계,여자,2016.35,4
4077,국적(지역)별(1),성별(1),2016.36,관광상륙(T-1)
4078,총계,계,2016.36,22239
4079,총계,남자,2016.36,9073
4080,총계,여자,2016.36,13166
4081,총계,제3의성,2016.36,-
4082,아시아주계,계,2016.36,-
4083,아시아주계,남자,2016.36,8627
4084,아시아주계,여자,2016.36,12658
4085,북아메리카주계,계,2016.36,-
4086,북아메리카주계,남자,2016.36,249
4087,북아메리카주계,여자,2016.36,295
4088,남아메리카주계,계,2016.36,-
4089,남아메리카주계,남자,2016.36,13
4090,남아메리카주계,여자,2016.36,13
4091,유럽주계,계,2016.36,-
4092,유럽주계,남자,2016.36,86
4093,유럽주계,여자,2016.36,87
4094,오세아니아주계,계,2016.36,-
4095,오세아니아주계,남자,2016.36,95
4096,오세아니아주계,여자,2016.36,111
4097,오세아니아주계,제3의성,2016.36,-
4098,아프리카주계,계,2016.36,-
4099,아프리카주계,남자,2016.36,3
4100,아프리카주계,여자,2016.36,2
4101,기타계,계,2016.36,-
4102,기타계,남자,2016.36,0
4103,기타계,여자,2016.36,0
4104,국적(지역)별(1),성별(1),2016.37,기타(Others)
4105,총계,계,2016.37,51831
4106,총계,남자,2016.37,37577
4107,총계,여자,2016.37,14254
4108,총계,제3의성,2016.37,-
4109,아시아주계,계,2016.37,-
4110,아시아주계,남자,2016.37,362
4111,아시아주계,여자,2016.37,1017
4112,북아메리카주계,계,2016.37,-
4113,북아메리카주계,남자,2016.37,37115
4114,북아메리카주계,여자,2016.37,12980
4115,남아메리카주계,계,2016.37,-
4116,남아메리카주계,남자,2016.37,23
4117,남아메리카주계,여자,2016.37,71
4118,유럽주계,계,2016.37,-
4119,유럽주계,남자,2016.37,36
4120,유럽주계,여자,2016.37,134
4121,오세아니아주계,계,2016.37,-
4122,오세아니아주계,남자,2016.37,11
4123,오세아니아주계,여자,2016.37,24
4124,오세아니아주계,제3의성,2016.37,-
4125,아프리카주계,계,2016.37,-
4126,아프리카주계,남자,2016.37,30
4127,아프리카주계,여자,2016.37,24
4128,기타계,계,2016.37,-
4129,기타계,남자,2016.37,0
4130,기타계,여자,2016.37,4
4131,국적(지역)별(1),성별(1),2017,합계
4132,총계,계,2017,2180498
4133,총계,남자,2017,1191294
4134,총계,여자,2017,989204
4135,총계,제3의성,2017,-
4136,아시아주계,계,2017,-
4137,아시아주계,남자,2017,1026505
4138,아시아주계,여자,2017,866471
4139,북아메리카주계,계,2017,-
4140,북아메리카주계,남자,2017,96878
4141,북아메리카주계,여자,2017,72382
4142,남아메리카주계,계,2017,-
4143,남아메리카주계,남자,2017,2929
4144,남아메리카주계,여자,2017,3050
4145,유럽주계,계,2017,-
4146,유럽주계,남자,2017,41955
4147,유럽주계,여자,2017,33732
4148,오세아니아주계,계,2017,-
4149,오세아니아주계,남자,2017,9186
4150,오세아니아주계,여자,2017,8888
4151,오세아니아주계,제3의성,2017,-
4152,아프리카주계,계,2017,-
4153,아프리카주계,남자,2017,13666
4154,아프리카주계,여자,2017,4532
4155,기타계,계,2017,-
4156,기타계,남자,2017,175
4157,기타계,여자,2017,149
4158,국적(지역)별(1),성별(1),2017.1,외교(A-1)
4159,총계,계,2017.1,3330
4160,총계,남자,2017.1,1766
4161,총계,여자,2017.1,1564
4162,총계,제3의성,2017.1,-
4163,아시아주계,계,2017.1,-
4164,아시아주계,남자,2017.1,793
4165,아시아주계,여자,2017.1,694
4166,북아메리카주계,계,2017.1,-
4167,북아메리카주계,남자,2017.1,215
4168,북아메리카주계,여자,2017.1,217
4169,남아메리카주계,계,2017.1,-
4170,남아메리카주계,남자,2017.1,120
4171,남아메리카주계,여자,2017.1,117
4172,유럽주계,계,2017.1,-
4173,유럽주계,남자,2017.1,329
4174,유럽주계,여자,2017.1,289
4175,오세아니아주계,계,2017.1,-
4176,오세아니아주계,남자,2017.1,61
4177,오세아니아주계,여자,2017.1,45
4178,오세아니아주계,제3의성,2017.1,-
4179,아프리카주계,계,2017.1,-
4180,아프리카주계,남자,2017.1,246
4181,아프리카주계,여자,2017.1,202
4182,기타계,계,2017.1,-
4183,기타계,남자,2017.1,2
4184,기타계,여자,2017.1,0
4185,국적(지역)별(1),성별(1),2017.2,공무(A-2)
4186,총계,계,2017.2,2533
4187,총계,남자,2017.2,1554
4188,총계,여자,2017.2,979
4189,총계,제3의성,2017.2,-
4190,아시아주계,계,2017.2,-
4191,아시아주계,남자,2017.2,900
4192,아시아주계,여자,2017.2,544
4193,북아메리카주계,계,2017.2,-
4194,북아메리카주계,남자,2017.2,229
4195,북아메리카주계,여자,2017.2,115
4196,남아메리카주계,계,2017.2,-
4197,남아메리카주계,남자,2017.2,58
4198,남아메리카주계,여자,2017.2,44
4199,유럽주계,계,2017.2,-
4200,유럽주계,남자,2017.2,228
4201,유럽주계,여자,2017.2,185
4202,오세아니아주계,계,2017.2,-
4203,오세아니아주계,남자,2017.2,37
4204,오세아니아주계,여자,2017.2,25
4205,오세아니아주계,제3의성,2017.2,-
4206,아프리카주계,계,2017.2,-
4207,아프리카주계,남자,2017.2,89
4208,아프리카주계,여자,2017.2,54
4209,기타계,계,2017.2,-
4210,기타계,남자,2017.2,13
4211,기타계,여자,2017.2,12
4212,국적(지역)별(1),성별(1),2017.3,사증면제(B-1)
4213,총계,계,2017.3,177629
4214,총계,남자,2017.3,89059
4215,총계,여자,2017.3,88570
4216,총계,제3의성,2017.3,-
4217,아시아주계,계,2017.3,-
4218,아시아주계,남자,2017.3,73157
4219,아시아주계,여자,2017.3,77325
4220,북아메리카주계,계,2017.3,-
4221,북아메리카주계,남자,2017.3,279
4222,북아메리카주계,여자,2017.3,263
4223,남아메리카주계,계,2017.3,-
4224,남아메리카주계,남자,2017.3,939
4225,남아메리카주계,여자,2017.3,897
4226,유럽주계,계,2017.3,-
4227,유럽주계,남자,2017.3,13474
4228,유럽주계,여자,2017.3,9055
4229,오세아니아주계,계,2017.3,-
4230,오세아니아주계,남자,2017.3,908
4231,오세아니아주계,여자,2017.3,899
4232,오세아니아주계,제3의성,2017.3,-
4233,아프리카주계,계,2017.3,-
4234,아프리카주계,남자,2017.3,302
4235,아프리카주계,여자,2017.3,131
4236,기타계,계,2017.3,-
4237,기타계,남자,2017.3,0
4238,기타계,여자,2017.3,0
4239,국적(지역)별(1),성별(1),2017.4,관광통과(B-2)
4240,총계,계,2017.4,121725
4241,총계,남자,2017.4,57107
4242,총계,여자,2017.4,64618
4243,총계,제3의성,2017.4,-
4244,아시아주계,계,2017.4,-
4245,아시아주계,남자,2017.4,36929
4246,아시아주계,여자,2017.4,46124
4247,북아메리카주계,계,2017.4,-
4248,북아메리카주계,남자,2017.4,15536
4249,북아메리카주계,여자,2017.4,14630
4250,남아메리카주계,계,2017.4,-
4251,남아메리카주계,남자,2017.4,185
4252,남아메리카주계,여자,2017.4,164
4253,유럽주계,계,2017.4,-
4254,유럽주계,남자,2017.4,158
4255,유럽주계,여자,2017.4,86
4256,오세아니아주계,계,2017.4,-
4257,오세아니아주계,남자,2017.4,3271
4258,오세아니아주계,여자,2017.4,3381
4259,오세아니아주계,제3의성,2017.4,-
4260,아프리카주계,계,2017.4,-
4261,아프리카주계,남자,2017.4,1008
4262,아프리카주계,여자,2017.4,222
4263,기타계,계,2017.4,-
4264,기타계,남자,2017.4,20
4265,기타계,여자,2017.4,11
4266,국적(지역)별(1),성별(1),2017.5,일시취재(C-1)
4267,총계,계,2017.5,28
4268,총계,남자,2017.5,24
4269,총계,여자,2017.5,4
4270,총계,제3의성,2017.5,-
4271,아시아주계,계,2017.5,-
4272,아시아주계,남자,2017.5,22
4273,아시아주계,여자,2017.5,4
4274,북아메리카주계,계,2017.5,-
4275,북아메리카주계,남자,2017.5,1
4276,북아메리카주계,여자,2017.5,0
4277,남아메리카주계,계,2017.5,-
4278,남아메리카주계,남자,2017.5,0
4279,남아메리카주계,여자,2017.5,0
4280,유럽주계,계,2017.5,-
4281,유럽주계,남자,2017.5,1
4282,유럽주계,여자,2017.5,0
4283,오세아니아주계,계,2017.5,-
4284,오세아니아주계,남자,2017.5,0
4285,오세아니아주계,여자,2017.5,0
4286,오세아니아주계,제3의성,2017.5,-
4287,아프리카주계,계,2017.5,-
4288,아프리카주계,남자,2017.5,0
4289,아프리카주계,여자,2017.5,0
4290,기타계,계,2017.5,-
4291,기타계,남자,2017.5,0
4292,기타계,여자,2017.5,0
4293,국적(지역)별(1),성별(1),2017.6,단기방문(C-3)
4294,총계,계,2017.6,199518
4295,총계,남자,2017.6,110374
4296,총계,여자,2017.6,89144
4297,총계,제3의성,2017.6,-
4298,아시아주계,계,2017.6,-
4299,아시아주계,남자,2017.6,107774
4300,아시아주계,여자,2017.6,88232
4301,북아메리카주계,계,2017.6,-
4302,북아메리카주계,남자,2017.6,132
4303,북아메리카주계,여자,2017.6,84
4304,남아메리카주계,계,2017.6,-
4305,남아메리카주계,남자,2017.6,119
4306,남아메리카주계,여자,2017.6,134
4307,유럽주계,계,2017.6,-
4308,유럽주계,남자,2017.6,855
4309,유럽주계,여자,2017.6,489
4310,오세아니아주계,계,2017.6,-
4311,오세아니아주계,남자,2017.6,13
4312,오세아니아주계,여자,2017.6,5
4313,오세아니아주계,제3의성,2017.6,-
4314,아프리카주계,계,2017.6,-
4315,아프리카주계,남자,2017.6,1428
4316,아프리카주계,여자,2017.6,178
4317,기타계,계,2017.6,-
4318,기타계,남자,2017.6,53
4319,기타계,여자,2017.6,22
4320,국적(지역)별(1),성별(1),2017.7,단기취업(C-4)
4321,총계,계,2017.7,1719
4322,총계,남자,2017.7,1171
4323,총계,여자,2017.7,548
4324,총계,제3의성,2017.7,-
4325,아시아주계,계,2017.7,-
4326,아시아주계,남자,2017.7,962
4327,아시아주계,여자,2017.7,369
4328,북아메리카주계,계,2017.7,-
4329,북아메리카주계,남자,2017.7,77
4330,북아메리카주계,여자,2017.7,31
4331,남아메리카주계,계,2017.7,-
4332,남아메리카주계,남자,2017.7,20
4333,남아메리카주계,여자,2017.7,17
4334,유럽주계,계,2017.7,-
4335,유럽주계,남자,2017.7,94
4336,유럽주계,여자,2017.7,117
4337,오세아니아주계,계,2017.7,-
4338,오세아니아주계,남자,2017.7,12
4339,오세아니아주계,여자,2017.7,13
4340,오세아니아주계,제3의성,2017.7,-
4341,아프리카주계,계,2017.7,-
4342,아프리카주계,남자,2017.7,6
4343,아프리카주계,여자,2017.7,1
4344,기타계,계,2017.7,-
4345,기타계,남자,2017.7,0
4346,기타계,여자,2017.7,0
